max_background_compactions write_buffer_size {'weight': 1}
max_background_flushes level0_stop_writes_trigger {'weight': 1}
max_background_flushes bytes_per_write {'weight': 1}
write_buffer_size min_write_buffer_number_to_merge {'weight': 1}
write_buffer_size max_bytes_for_level_multiplier {'weight': 1}
write_buffer_size block_size {'weight': 1}
write_buffer_size level0_file_num_compaction_trigger {'weight': 1}
write_buffer_size level0_slowdown_writes_trigger {'weight': 1}
write_buffer_size bytes_per_write {'weight': 1}
write_buffer_size db_seek_micros {'weight': 1}
write_buffer_size bytes_compressed {'weight': 1}
write_buffer_size write_raw_block_micros {'weight': 1}
write_buffer_size l1_hit {'weight': 1}
write_buffer_size db_get_micros {'weight': 1}
write_buffer_size number_superversion_cleanups {'weight': 1}
max_write_buffer_number max_background_compactions {'weight': 1}
min_write_buffer_number_to_merge db_seek_micros {'weight': 1}
min_write_buffer_number_to_merge db_flush_micros {'weight': 1}
min_write_buffer_number_to_merge db_get_micros {'weight': 1}
max_bytes_for_level_multiplier level0_slowdown_writes_trigger {'weight': 1}
block_size bytes_compressed {'weight': 1}
block_size write_raw_block_micros {'weight': 1}
block_size db_flush_micros {'weight': 1}
level0_file_num_compaction_trigger l1_hit {'weight': 1}
level0_slowdown_writes_trigger number_superversion_cleanups {'weight': 1}
level0_stop_writes_trigger max_write_buffer_number {'weight': 1}
level0_stop_writes_trigger bytes_per_write {'weight': 1}
level0_stop_writes_trigger number_superversion_releases {'weight': 1}
iops num_iterator_created {'weight': 1}
iops num_iterator_deleted {'weight': 1}
bytes_per_write max_bytes_for_level_multiplier {'weight': 1}
bytes_per_write iops {'weight': 1}
bytes_per_write compact_read_bytes {'weight': 1}
bytes_per_write db_iter_bytes_read {'weight': 1}
bytes_per_write write_self {'weight': 1}
bytes_per_write write_wal {'weight': 1}
bytes_per_write num_iterator_created {'weight': 1}
bytes_per_write wal_bytes {'weight': 1}
bytes_per_write number_reseeks_iteration {'weight': 1}
bytes_per_write number_db_seek {'weight': 1}
bytes_per_write num_iterator_deleted {'weight': 1}
bytes_per_write block_cache_add {'weight': 1}
db_seek_micros number_keys_written {'weight': 1}
number_superversion_releases block_size {'weight': 1}
number_superversion_releases no_file_opens {'weight': 1}
number_superversion_releases block_cache_hit {'weight': 1}
number_superversion_releases block_cache_miss {'weight': 1}
number_superversion_releases number_superversion_cleanups {'weight': 1}
number_superversion_releases block_cache_bytes_write {'weight': 1}
number_superversion_releases number_reseeks_iteration {'weight': 1}
number_superversion_releases block_cache_bytes_read {'weight': 1}
compaction_times_micros numfiles_in_singlecompaction {'weight': 1}
compaction_times_micros db_write_stall {'weight': 1}
compaction_times_micros compaction_times_cpu_micros {'weight': 1}
compaction_times_micros bytes_decompressed {'weight': 1}
db_write_stall stalls_count {'weight': 1}
compaction_times_cpu_micros db_write_stall {'weight': 1}
compaction_times_cpu_micros bytes_decompressed {'weight': 1}
no_file_opens cumulative_compaction {'weight': 1}
no_file_opens number_superversion_acquires {'weight': 1}
no_file_opens number_reseeks_iteration {'weight': 1}
stall_micros db_write_stall {'weight': 1}
stall_micros stalls_count {'weight': 1}
compact_read_bytes number_keys_read {'weight': 1}
number_db_next_found max_background_flushes {'weight': 1}
number_db_next_found write_wal {'weight': 1}
number_db_next_found number_iter_skip {'weight': 1}
